"age","workclass","education_level","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
49,"Private","Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Private","Assoc-voc",11,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
57,"Private","10th",6,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,64,"United-States","<=50K"
41,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
68,"Private","Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,15,"United-States","<=50K"
42,"Private","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
48,"Federal-gov","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,48,"United-States",">50K"
22,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,25,"United-States","<=50K"
34,"Private","HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,38,"United-States","<=50K"
26,"Local-gov","Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
19,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
44,"Private","Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
39,"Self-emp-not-inc","HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,50,"United-States","<=50K"
63,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
26,"Private","Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",">50K"
33,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
54,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
34,"Federal-gov","Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Other","Female",0,0,40,"United-States",">50K"
33,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Own-child","White","Male",0,0,55,"United-States","<=50K"
18,"Private","11th",7,"Never-married","Sales","Own-child","Black","Female",0,0,10,"United-States","<=50K"
46,"Private","Bachelors",13,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,40,"China","<=50K"
29,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K"
55,"Self-emp-inc","Masters",14,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Some-college",10,"Never-married","Craft-repair","Own-child","White","Female",0,0,45,"United-States","<=50K"
25,"Private","HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
26,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
38,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
37,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
48,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college",10,"Never-married","Other-service","Other-relative","White","Male",0,0,16,"United-States","<=50K"
31,"Private","Some-college",10,"Married-civ-spouse","Sales","Wife","Black","Female",0,0,40,"United-States","<=50K"
43,"Private","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
28,"Private","Bachelors",13,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
24,"Private","Bachelors",13,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","<=50K"
38,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
32,"Private","Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2002,42,"United-States","<=50K"
54,"Private","Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,43,"United-States",">50K"
58,"Private","Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
52,"Federal-gov","Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,2205,40,"United-States","<=50K"
26,"Private","Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private","Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Female",0,0,16,"United-States","<=50K"
26,"Private","Assoc-voc",11,"Never-married","Prof-specialty","Own-child","Other","Female",0,0,60,"Jamaica","<=50K"
55,"Private","Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
44,"Private","Bachelors",13,"Divorced","Exec-managerial","Own-child","White","Female",0,0,50,"United-States",">50K"
36,"Local-gov","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
62,"Private","Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
21,"Private","Assoc-voc",11,"Never-married","Exec-managerial","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
45,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,15,"United-States","<=50K"
27,"Private","Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
51,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",3908,0,50,"United-States","<=50K"
43,"Local-gov","Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States","<=50K"
28,"Private","10th",6,"Married-AF-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Female",0,0,8,"United-States","<=50K"
20,"Private","Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,12,"United-States","<=50K"
36,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Own-child","Black","Female",0,0,40,"United-States","<=50K"
34,"Private","Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,86,"United-States",">50K"
30,"Private","HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
51,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
23,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,24,"United-States","<=50K"
47,"Private","Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
55,"Private","10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Private","HS-grad",9,"Married-spouse-absent","Farming-fishing","Other-relative","White","Male",0,0,20,"Mexico","<=50K"
26,"Private","10th",6,"Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,48,"United-States","<=50K"
60,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,48,"United-States",">50K"
36,"Private","HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
36,"Private","Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
23,"Private","11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
18,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
19,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Puerto-Rico","<=50K"
37,"Local-gov","Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,44,"United-States","<=50K"
78,"Local-gov","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,15,"United-States","<=50K"
50,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private","Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","<=50K"
60,"Private","HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
18,"Private","12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,30,"Italy","<=50K"
39,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
25,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,56,"United-States","<=50K"
36,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States",">50K"
31,"Private","HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private","HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,25,"United-States","<=50K"
41,"Private","Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
42,"Private","HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Private","10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Private","HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private","HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
26,"Private","HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","<=50K"
35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,40,"United-States",">50K"
21,"Private","Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
38,"Private","Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
33,"Local-gov","HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,60,"United-States","<=50K"
46,"Private","HS-grad",9,"Married-civ-spouse","Priv-house-serv","Wife","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
20,"Private","Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K"
36,"Private","Some-college",10,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States","<=50K"
42,"Private","Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,37,"United-States","<=50K"
25,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc","Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
60,"State-gov","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
35,"Local-gov","Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,25,"United-States","<=50K"
32,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,45,"United-States","<=50K"
31,"Private","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Japan","<=50K"
36,"Private","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
34,"Private","Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,43,"United-States",">50K"
38,"Private","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
38,"Private","5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,75,"Mexico","<=50K"
22,"Local-gov","Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
42,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
21,"Private","HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
33,"Private","Assoc-acdm",12,"Divorced","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
36,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
31,"Private","Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,1504,40,"United-States","<=50K"
31,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
59,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
33,"Private","Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,60,"Scotland","<=50K"
37,"Private","Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K"
18,"State-gov","11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,5,"United-States","<=50K"
56,"Private","HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,44,"United-States","<=50K"
42,"Private","Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Ecuador","<=50K"
37,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Guatemala","<=50K"
31,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
27,"Local-gov","Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",5013,0,40,"United-States","<=50K"
54,"Local-gov","Bachelors",13,"Divorced","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
39,"Federal-gov","HS-grad",9,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,60,"United-States","<=50K"
34,"Private","10th",6,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private","1st-4th",2,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
75,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,26,"United-States","<=50K"
21,"Private","Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
26,"Private","11th",7,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
44,"State-gov","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3411,0,40,"United-States","<=50K"
38,"State-gov","Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
53,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,1740,40,"United-States","<=50K"
53,"Private","12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
64,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Local-gov","HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
57,"Private","11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Local-gov","Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,30,"United-States",">50K"
33,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States",">50K"
38,"Federal-gov","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Self-emp-not-inc","Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Federal-gov","Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Male",13550,0,40,"United-States",">50K"
45,"Private","Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
47,"Federal-gov","Bachelors",13,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States",">50K"
34,"Private","Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"England",">50K"
33,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,66,"United-States","<=50K"
23,"Private","Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc","5th-6th",3,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States","<=50K"
43,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,80,"Thailand","<=50K"
32,"Local-gov","HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
21,"Private","Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
59,"Local-gov","Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
22,"State-gov","Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
54,"Private","10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"United-States","<=50K"
21,"Private","HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
22,"Private","Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
41,"Private","1st-4th",2,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Mexico","<=50K"
49,"Federal-gov","Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
43,"Private","Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
37,"Private","Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
38,"Local-gov","Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Assoc-voc",11,"Never-married","Exec-managerial","Other-relative","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States","<=50K"
39,"State-gov","Assoc-voc",11,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
37,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,"United-States","<=50K"
55,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Masters",14,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
30,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,35,"United-States","<=50K"
56,"Private","Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
45,"Private","Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,65,"United-States","<=50K"
33,"Federal-gov","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,42,"United-States",">50K"
47,"Private","7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Portugal","<=50K"
42,"State-gov","Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,48,"United-States","<=50K"
23,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",4650,0,50,"Ireland","<=50K"
31,"Private","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,"United-States",">50K"
42,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private","1st-4th",2,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"Puerto-Rico","<=50K"
47,"State-gov","HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Private","HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","Other","Female",0,0,40,"United-States","<=50K"
19,"Private","12th",8,"Never-married","Adm-clerical","Own-child","White","Male",0,0,9,"United-States","<=50K"
46,"Private","Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Federal-gov","Some-college",10,"Divorced","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
53,"Local-gov","Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private","Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
37,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
43,"Local-gov","Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"United-States","<=50K"
44,"Private","Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States",">50K"
17,"Self-emp-inc","9th",5,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
27,"Local-gov","Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
50,"Private","HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,45,"United-States","<=50K"
19,"Self-emp-not-inc","HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private","Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
25,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Own-child","Other","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"Mexico","<=50K"
28,"Private","11th",7,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"Mexico","<=50K"
22,"Private","Some-college",10,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"Jamaica","<=50K"
59,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,35,"United-States","<=50K"
52,"Private","11th",7,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
25,"Private","9th",5,"Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States","<=50K"
33,"Private","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"Canada","<=50K"
35,"Federal-gov","HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",7298,0,40,"United-States",">50K"
46,"Private","HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
52,"State-gov","HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
39,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"United-States","<=50K"
34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,75,"Mexico",">50K"
43,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
19,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
38,"Private","Some-college",10,"Divorced","Exec-managerial","Own-child","Black","Female",0,0,40,"United-States","<=50K"
57,"Federal-gov","Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
49,"Private","HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,90,"United-States","<=50K"
38,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
39,"Private","Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,50,"United-States","<=50K"
25,"Local-gov","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc","HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
50,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
64,"Private","Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
33,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
